text,label
"Gagal Lolos Final, Pelatih Walid Reragui: Semoga Orang Maroko Memaafkan Kami, Insya Allah Lain Kali Lolos Final ",agree
"KEPUTUSAN PERLAWANAN MASA PENUH

SEPARUH AKHIR 

PERANCIS 🇫🇷 2 - 0 MAGHRIBI 🇲🇦",agree
"Kejutan yang bener-bener gak Kakmin duga di bulan ini adalah Maroko bisa naklukin Spanyol lewat drama adu penalty! Coba vote deh siapa ya yang kira-kira bakal masuk ke final?

",agree
"Penyokong Perancis mengibarkan bendera dan menyalakan suar bagi meraikan kejayaan Les Bleus mara ke final Piala Dunia selepas menundukkan Maghribi 2-0
",agree
"Penyokong Maghribi tetap menjulang perjalanan bersejarah pasukan itu meskipun laluan mereka tersekat menerusi kekalahan 2-0 di tangan juara bertahan, Perancis
",agree
"Babak Pertama Prancis Vs Maroko 1-0, Theo Hernandez Cetak Gol Tercepat dan Sukses Jebol Gawang Bono
",agree
Man of the Match Piala Dunia 2022 Prancis vs Maroko: Antoine Griezmann,agree
Zlatko Dalic Harap Luka Modric Tidak Terburu-buru Pensiun dari Timnas Kroasia,agree
Babak semi final Piala Dunia 2022 sudah selesai. Prancis menang atas Maroko 2-0 dan akan menghadapi Argentina di babak final nanti. ,agree
"Full-time
France 2 : 0 Morocco
Congratulations to France
 Argentina vs France, world Cup Final
On Sunday.
",agree
"Pengendali Perancis, Didier Deschamps mengharapkan Adrien Rabiot kembali cergas bagi aksi final Piala Dunia",agree
"Update! Jadwal Perebutan Tempat Ketiga dan Final Piala Dunia 2022: Laga semifinal Piala Dunia 2022 telah berakhir dan kini telah memasuki partai puncak final Piala Dunia 2022, yang artinya sebentar…",agree
"Duel di Final Piala Dunia 2022, Argentina 7-3 Prancis",disagree
5 Pelajaran Kemenangan Prancis atas Maroko di Semifinal Piala Dunia 2022,agree
Theo Hernandez ke atas Maghribi membawa Perancis ke final Piala Dunia kedua berturut-turut,agree
"Maroko kehabisan ""nafas""",disagree
"Menang 2-0, Prancis Akhiri Kejutan Singa Atlas di Piala Dunia 2022",agree
"Jadwal semi final piala dunia Qatar malam ini, Kamis 15 Desember 2022.
Link streaming gratis akan di share 15 menit sebelum pertandingan mulai.",agree
Gokil! Prancis Jadi Tim Pertama yang Bisa Jebol Gawang Maroko di Piala Dunia 2022 ,agree
"Awalnya meragukan, kini dijagokan, itulah Argentina


Sebelum Mencapai Final, Secara Mengejutkan Lionel Messi Cs Keok Atas Arab Saudi di Fase Group dan Diposisi Kri ",agree
"Sulit nih menebak siapa yang menang, sama-sama hebat dan punya bintang

Mbappe dan Messi Kini Sama-sama 5 Gol, Final Pembuktian Keduanya, Siapakah yang Tersubur dan Terhebat! ",agree
"Sulit nih menebak siapa yang menang, sama-sama hebat dan punya bintang

Mbappe dan Messi Kini Sama-sama 5 Gol, Final Pembuktian Keduanya, Siapakah yang Tersubur dan Terhebat!",agree
"Sulit nih menebak siapa yang menang, sama-sama hebat dan punya bintang
 
Mbappe dan Messi Kini Sama-sama 5 Gol, Final Pembuktian Keduanya, Siapakah yang Tersubur dan Terhebat!",agree
"Pelatih Prancis, Didier Deschamps Puji Maroko ",agree
"

Salah satu penyebab Lionel Messi gagal membawa Argentina ke puncak tertinggi sejauh ini adalah tak adanya partner yang ideal
 ",agree
"

Salah satu penyebab Lionel Messi gagal membawa Argentina ke puncak tertinggi sejauh ini adalah tak adanya partner yang ideal
 
",disagree
Tetap bangga  dgn pencapaian sejauh ini. Come back stronger! ,agree
"Pelajaran dari Prancis vs Maroko dini hari tadi

",agree
"Ada apa dengan wasit piala dunia kali ini, kok banyak pemain yang tidak suka? ",agree
 Antoine Griezmann berkata Perancis akan terus berpijak di bumi nyata selepas juara bertahan Piala Dunia itu menewaskan Maghribi 2-0 pada aksi separuh akhir untuk bertemu Argentina di final. ,agree
"Final Ideal Piala Dunia 2022.
Ketika dua pemain dari club Ngeri FC saling berhadapan di final. 

Rekan di club saling jegal di final, the best final in the world. ",agree
"Zlatan Ibrahimovic percaya ia sememangnya ""sudah tertulis"" bahawa Lionel Messi akan memenangi Piala Dunia bersama Argentina.
",agree
Pagi Buka Hp Nonton DUNIA sepak Bola Juara Bertahan 2018 Perancis vs Maroko Di Menangkan Perancis scor 2-0.Yeach yang Menang jangan Takabur yang Kalah jangan Berkecil Hati dalam Mengakui Kemampuan Lawan,agree
"Menang 2-0 Atas Maroko, Prancis Tantang Argentina di Final Piala Dunia 2022",agree
"Skuad kendalian Didier Deschamps berjaya ke Perlawanan Akhir Piala Dunia 2022, Qatar selepas menundukkan wakil Afrika, Maghribi 2-0 di Stadium Al Bayt, sebentar tadi.",agree
Kira-kira Siapa Yang Pantas? dinobatkan sebagai kiper terbaik Piala Dunia 2002,agree
Kalah 2 - 0 dari Prancis sungguh telak buat Marokok ,disagree
 Viva Les Bleus! Saksikan Aksi Prancis Singkirkan Maroko untuk ke Final Piala Dunia 2022,agree
France,agree
Babak semi final Piala Dunia 2022 sudah selesai. Prancis menang atas Maroko 2-0 dan akan menghadapi Argentina di babak final nanti. ,agree
"Inggris Punya 'Varian Griezmann' Versi Lebih Muda, Namanya Phil Foden! ",agree
"Prancis menang - France Win
",disagree
Kan sudah saya duga Final Ideal bakal tersaji di antara Argentina vs France mantapp,agree
"Perancis buktikan kredibiliti sebagai pasukan layak beraksi di pentas perlawanan akhir Piala Dunia Qatar 2022 selepas menyingkirkan cabaran Maghribi 2-0

",agree
"Payoneer Account - I create in 1 hour

- I verify ID and Utility
- Country - any country 
- Random and Customized

",agree
"Ahir nya hari penuntuan telah tiba kalian ngarep siapa yang juara ngab

",agree
"Kita akan melihat Messi berjalan sendiri dengan pemain terbaik sepanjang masa, karena trofi piala dunianya, atau menangis , karena harapan itu kembali gagal. 

Dan k mbappe kembali back to back juara bersama prancis. 

",agree
"Jika Argentina berhasil meraih trofi Piala Dunia ketiganya, tinta emas apa lagi yang berpeluang ditorehkan Lionel Messi di Qatar? ",agree
Terima kasih atas pencapaian kalian yang sangat luar biasa Kami sangat bangga dengan kalian. Baru ini saya antusias dengan piala dunia &amp; mendukung Tim Maroko. Kalian sudah luar biasa hebat dan juara di hati kaum muslim seluruh dunia ,agree
"Jerman mengajarkan pendukungnya bagaimana caranya sabar dan deg-degan saat menonton

",agree
"France bakal membuat sejarah,juara berturut turut kaya nya dahh!!!! 
",disagree
"Hasil Semifinal Piala Dunia 2022: Prancis vs Maroko Tadi Malam | Piala D
Perjuangan Maroko di Piala Dunia 2022 Terhenti di Babak Semifinal
Berikut hasil semifinal piala dunia 2022 Tadi Malam

",agree
Final Piala Dunia 2022: Pertarungan 2 Top Skor Sementara ,agree
5 Pelajaran Kemenangan Prancis atas Maroko di Semifinal Piala Dunia 2022,agree
"Final World Cup, Argentina 🇦🇷 vs France 🇫🇷",agree
"5 Pencetak Gol Terbanyak Argentina di Ajang Piala Dunia, Lionel Messi Gak Ada Obat!",agree
"FIFA Gelontor Rp6,9 Triliun, Segini Hadiah Tim Juara Piala Dunia 2022 ",agree
"JUARA 3 Piala Dunia 2022

Kroasia VS Maroko
17 Desember 2022
22.00 WIB
Khalifa International Stadium

",agree
"Kejadian geys, final piala dunia tahun ini argentina vs perancis yg udh d prediksi sejak 24 nop 2022 ga tau hrs ngomong apa dah ",agree
Back to Back! Prancis Lolos ke Final Piala Dunia 2022 Usai Kandaskan Perlawanan Maroko dengan Skor 2-0: Prancis lolos ke babak Final Piala Dunia 2022 usai kandaskan perlawanan Maroko dengan… ,agree
Cosplay jadi Mbappe,agree
"Termasuk Luka Modric, Ini 5 Pemain Terbaik Kroasia di Piala Dunia 2022 Sejauh Ini ",agree
 Yg jelas MAROKO tidak tersingkir &amp; tdk dipulangkan...tapi MAROKO masih akan bermain merebut Juara 3 ,agree
"Jadwal Pertandingan 8 Besar Piala Dunia 2022

",agree
"Hasil Piala Dunia 2022 Prancis Vs Maroko: Les Bleus Melaju Ke Babak Final Usai Kalahkan Singa Atlas 2-0

",agree
"Hasil pertandingan semi final Piala Dunia 2022 : 
Perancis melaju ke final usai mengalahkan Maroko dengan skor 2-0. 

",agree
"Hasil Piala Dunia 2022 Prancis Vs Maroko: Les Bleus Melaju Ke Babak Final Usai Kalahkan Singa Atlas 2-0

",agree
"Hasil pertandingan semi final Piala Dunia 2022 : 
Perancis melaju ke final usai mengalahkan Maroko dengan skor 2-0. 
",agree
"Tekuk Maroko 2 - 0, Prancis Tantang Argentina di Final Piala Dunia 2022

",agree
"Singkirkan Maroko 2-0, Prancis Tantang Argentina di Final Piala Dunia 2022 

",agree
"tribunnews: Pertandingan berakhir, Prancis lolos ke final Piala Dunia dalam dua edisi berturut-turut!!

🇫🇷 2-0 🇲🇦

",agree
"Argentina akan bertemu Perancis 18 Desember 2022 pukul 22.00 WIB

Perancis berhasil mengalakan kuda hitam Maroko dengan 2 gol tanpa balas!!
yuk di follow untuk berita seputar sepak bola!!!

",agree
"Argentina akan berhadapan dengan Prancis di partai final! Sementara itu Kroasia dan Maroko akan saling memperebutkan siapa juara 3 di antara mereka.

Mana jagoanmu, Sobat INDOSPORT?
",agree
"Catat! Final Piala Dunia 2022 mempertemukan Argentina vs Prancis.

Perebutan tempat ketiga juga tidak kalah menarik lho, Kroasia akan bertemu Kuda Hitam Maroko.

",agree
"Catat! Final Piala Dunia 2022 mempertemukan Argentina vs Prancis.

Perebutan tempat ketiga juga tidak kalah menarik lho, Kroasia akan bertemu Kuda Hitam Maroko.

",agree
"Prancis berhasil menembus pertahanan Maroko, 2 gol tanpa balas menempatkan Prancis di Final melawan Argentina...

",agree
"Update Bagan Fase Gugur Piala Dunia 2022, 15 Desember 2022.

Final ideal Argentina vs Prancis menurut mimin, Kalau menurut hemat Bolaneters?

",agree
"Ternyata, Ada Secuil Peran Mikel Arteta dalam Kesuksesan Walid Regragui Bawa Maroko ke Semifinal Piala Dunia 2022 ",agree
"Semi final sudah selesai dini hari tadi. Sudah ada Prancis yang akan menjemput Argentina dan bertanding di partai final Piala Dunia 2022. 

Siapa yang akan jadi juara?

Cek artikel seputar Piala Dunia 2022 di ",agree
"PRANCIS MELAJU KE FINAL ‼️

Les Bleus sukses mengalahkan tim kuda hitam Maroko dua gol tanpa balas dan berhak melaju ke final untuk menantang Argentina.

Magis Maroko nampaknya udah habis, Sob! 

",agree
"
World Cup 2022
Semi-Finals
FT France 2-0 Morocco

",agree
